seqnames	start	end	width	strand	transcript_id	gene_name
chr1	130818910	130818911	1	-	XR_001779414.1	LOC102640771
chr1	130887411	130887412	1	-	NM_053095.2	Il24
chr1	130911296	130911297	1	-	NM_021380.2	Il20
chr1	130939241	130939242	1	-	NM_001009940.1	Il19
chr1	131097843	131097844	1	-	NM_008551.2	Mapkapk2
chr1	131138085	131138086	1	-	XM_006529427.2	Dyrk3
chr1	131200185	131200186	1	-	NM_001311094.2	Rassf5
chr1	131279563	131279564	1	-	NM_019777.3	Ikbke
chr1	131526551	131526552	1	-	XM_006529134.3	Srgap2
chr1	131733668	131733669	1	-	XR_387378.3	Gm30104
chr1	132068040	132068041	1	-	XR_001783717.1	Mfsd4a
chr1	132122116	132122117	1	-	XM_011247940.2	Cdk18
chr1	132145520	132145521	1	-	XR_387380.1	Gm30153
chr1	132278378	132278379	1	-	XR_387388.2	Gm29630
chr1	132291366	132291367	1	-	XR_387390.2	Gm38446
chr1	132323315	132323316	1	-	XR_387391.3	Gm30744
chr1	132367948	132367949	1	-	NM_001311108.1	Tmcc2
chr1	132542940	132542941	1	-	NM_177129.5	Cntn2
chr1	132617005	132617006	1	-	XM_011248025.2	Nfasc
chr1	132924436	132924437	1	-	XR_878528.2	Gm31159
chr1	132971688	132971689	1	-	XR_878531.1	Gm38687
chr1	133025394	133025395	1	-	XM_006529233.2	Mdm4
chr1	133068369	133068370	1	-	XR_878536.2	Gm28609
chr1	133269808	133269809	1	-	NR_037984.1	Gm19461
chr1	133422725	133422726	1	-	XM_006529276.3	Sox13
chr1	133610280	133610281	1	-	NM_009227.3	Snrpe
chr1	133660885	133660886	1	-	NM_001166552.1	Zbed6
chr1	133661326	133661327	1	-	XM_011248073.2	Zc3h11a
chr1	133690016	133690017	1	-	NM_172842.3	Lax1
chr1	133726645	133726646	1	-	NR_105868.1	Mir6903
chr1	133753747	133753748	1	-	NM_001167949.2	Atp2b4
chr1	133845212	133845213	1	-	XR_878538.1	Gm41954
chr1	133907173	133907174	1	-	NM_054076.3	Optc
chr1	133921401	133921402	1	-	NM_054077.4	Prelp
chr1	134061004	134061005	1	-	XR_878546.2	LOC105246710
chr1	134079155	134079156	1	-	NM_007570.2	Btg2
chr1	134095176	134095177	1	-	XR_387412.1	Gm32039
chr1	134182086	134182087	1	-	XR_001779452.1	LOC108167728
chr1	134234856	134234857	1	-	NM_001291928.1	Adora1
chr1	134276472	134276473	1	-	XR_878548.1	Gm32221
chr1	134328029	134328030	1	-	XR_387192.1	Ppfia4
chr1	134361999	134362000	1	-	NM_020588.2	Tmem183a
chr1	134549682	134549683	1	-	NM_001291015.1	Mgat4e
chr1	134803721	134803722	1	-	NR_015606.3	Ppp1r12b
chr1	135099233	135099234	1	-	XM_011248036.2	Lgr6
chr1	135132575	135132576	1	-	NM_007955.3	Ptprv
chr1	135167681	135167682	1	-	NM_134438.3	Gpr37l1
chr1	135202076	135202077	1	-	XR_001779868.1	Gm41955
chr1	135258472	135258473	1	-	NM_001163131.1	Elf3
chr1	135284084	135284085	1	-	NM_145417.3	Rnpep
chr1	135313737	135313738	1	-	NM_011590.2	Timm17a
chr1	135324666	135324667	1	-	XR_878552.1	Gm41956
chr1	135375063	135375064	1	-	NM_175259.4	Shisa4
chr1	135430419	135430420	1	-	XM_006529437.1	Ipo9
chr1	135454683	135454684	1	-	NR_049188.1	Mir1231
chr1	135510454	135510455	1	-	XM_006529380.3	Nav1
chr1	135919207	135919208	1	-	NM_019645.3	Pkp1
chr1	135964920	135964921	1	-	XM_017319947.1	Igfn1
chr1	136131183	136131184	1	-	NR_046167.1	Gm15850
chr1	136213440	136213441	1	-	XR_001779468.1	Mroh3
chr1	136230173	136230174	1	-	XM_006529805.3	5730559C18Rik
chr1	136260873	136260874	1	-	NM_001101516.1	Gpr25
chr1	136285029	136285030	1	-	XM_011248066.2	Camsap2
chr1	136415519	136415520	1	-	NR_024328.1	9230116N13Rik
chr1	136662138	136662139	1	-	XR_387444.2	Gm34056
chr1	136949591	136949592	1	-	XM_006529622.3	Nr5a2
chr1	138175126	138175127	1	-	NM_001111316.2	Ptprc
chr1	138619757	138619758	1	-	NM_021605.4	Nek7
chr1	138682075	138682076	1	-	NR_040304.1	Gm5833
chr1	138842444	138842445	1	-	NM_001025565.2	Lhx9
chr1	138856854	138856855	1	-	NM_001081226.1	2310009B15Rik
chr1	138876965	138876966	1	-	XR_106101.4	1700019P21Rik
chr1	139167691	139167692	1	-	XR_878582.2	Gm41960
chr1	139271619	139271620	1	-	XM_006529223.3	Crb1
chr1	139435956	139435957	1	-	XR_878584.1	Gm41962
chr1	139560222	139560223	1	-	NM_015780.2	Cfhr1
chr1	139628200	139628201	1	-	XM_006530028.3	Cfhr3
chr1	139781239	139781240	1	-	NM_001029977.3	Gm4788
chr1	139806699	139806700	1	-	XR_878587.1	Gm41963
chr1	139858699	139858700	1	-	NM_001025575.2	Cfhr2
chr1	140183411	140183412	1	-	NM_009888.3	Cfh
chr1	140656402	140656403	1	-	NR_040604.1	4930590L20Rik
chr1	143344574	143344575	1	-	XR_387453.1	Gm35244
chr1	143518028	143518029	1	-	XR_387454.2	Gm35303
chr1	143702888	143702889	1	-	XM_006529366.3	Cdc73
chr1	143738703	143738704	1	-	XR_001779473.1	LOC108167731
chr1	143777051	143777052	1	-	NM_013835.2	Trove2
chr1	144004149	144004150	1	-	NM_009061.4	Rgs2
chr1	144177275	144177276	1	-	XM_006529613.2	Rgs13
chr1	144249104	144249105	1	-	NM_015811.2	Rgs1
chr1	144567667	144567668	1	-	NM_001290269.1	Rgs21
chr1	144761072	144761073	1	-	XM_017321918.1	Rgs18
chr1	146313226	146313227	1	-	XR_878590.1	Gm41965
chr1	146494986	146494987	1	-	XR_878596.2	Gm29514
chr1	149449931	149449932	1	-	XR_878598.1	Gm29398
chr1	149922439	149922440	1	-	NM_001305632.1	Pla2g4a
chr1	150099874	150099875	1	-	NR_015466.3	Ptgs2os
chr1	150164948	150164949	1	-	NR_110420.1	Ptgs2os2
chr1	150266068	150266069	1	-	XR_878599.2	Gm15453
chr1	150346771	150346772	1	-	NR_040603.1	2310030A07Rik
chr1	150392835	150392836	1	-	XM_006529449.3	BC003331
chr1	150465961	150465962	1	-	XM_017313032.1	Prg4
chr1	150773886	150773887	1	-	XM_011248051.1	Hmcn1
chr1	151083920	151083921	1	-	XR_387461.2	Gm36077
chr1	151087942	151087943	1	-	XR_387464.2	Gm36139
chr1	151250543	151250544	1	-	XR_001779476.1	LOC108167732
chr1	151344412	151344413	1	-	XR_001779480.1	LOC108167733
chr1	151405493	151405494	1	-	XM_011248059.1	Swt1
chr1	151500710	151500711	1	-	XM_006530029.3	Gm36527
chr1	151500823	151500824	1	-	NM_011277.2	Rnf2
chr1	151754963	151754964	1	-	XR_387473.3	LOC102640772
chr1	151855020	151855021	1	-	XR_387475.2	Gm25279
chr1	152055486	152055487	1	-	XM_011248069.2	1700025G04Rik
chr1	152289992	152289993	1	-	XR_001779484.1	Gm36920
chr1	152333925	152333926	1	-	XR_878606.2	Gm41970
chr1	152386682	152386683	1	-	NM_025677.3	Tsen15
chr1	152593185	152593186	1	-	XM_006529267.3	Rgl1
chr1	152631875	152631876	1	-	XR_001779486.1	LOC108167734
chr1	152878168	152878169	1	-	NM_001160257.1	Smg7
chr1	153186237	153186238	1	-	XM_011247926.2	Lamc2
chr1	153332786	153332787	1	-	NM_010683.2	Lamc1
chr1	153397005	153397006	1	-	XR_001779877.1	LOC108167838
chr1	153414233	153414234	1	-	NR_033736.1	E330020D12Rik
chr1	153487660	153487661	1	-	NM_007842.2	Dhx9
chr1	153508069	153508070	1	-	XM_017313851.1	LOC108167735
chr1	153549714	153549715	1	-	NM_028749.1	Npl
chr1	153737829	153737830	1	-	NR_046171.1	C230024C17Rik
chr1	153837017	153837018	1	-	XM_006529579.2	Rgsl1
chr1	153851195	153851196	1	-	NM_178243.3	Teddm2
chr1	153899870	153899871	1	-	XR_387481.2	Gm38440
chr1	154116387	154116388	1	-	XR_001779488.1	LOC108167736
chr1	154204040	154204041	1	-	XR_387486.3	Gm30388
chr1	154256906	154256907	1	-	NR_040629.1	4930452N14Rik
chr1	154264071	154264072	1	-	XR_387488.2	Gm30465
chr1	154725920	154725921	1	-	NM_009782.3	Cacna1e
chr1	154929198	154929199	1	-	XR_387489.2	Gm30521
chr1	154974985	154974986	1	-	XR_387491.2	Gm30602
chr1	155021148	155021149	1	-	XR_878618.2	Gm41977
chr1	155033358	155033359	1	-	XR_878638.2	Gm41980
chr1	155048694	155048695	1	-	XR_878637.2	Gm41979
chr1	155070168	155070169	1	-	XR_878634.1	Gm9530
chr1	155099636	155099637	1	-	NM_010500.2	Ier5
chr1	155119199	155119200	1	-	XR_878639.1	Gm41981
chr1	155146780	155146781	1	-	NM_008209.4	Mr1
chr1	155212060	155212061	1	-	XR_001779501.1	LOC108167738
chr1	155230223	155230224	1	-	XM_006530036.3	BC034090
chr1	155417444	155417445	1	-	NM_011273.2	Xpr1
chr1	155438508	155438509	1	-	XR_387503.3	Gm31713
chr1	155527111	155527112	1	-	NR_132128.1	Gm5532
chr1	155742027	155742028	1	-	NM_010712.2	Lhx4
chr1	155812899	155812900	1	-	NM_001024945.1	Qsox1
chr1	155973255	155973256	1	-	NM_001039184.1	Cep350
chr1	156034817	156034818	1	-	NM_001160019.1	Tor1aip1
chr1	156205026	156205027	1	-	NM_177838.3	Fam163a
chr1	156302468	156302469	1	-	XM_006496734.1	Tdrd5
chr1	156420915	156420916	1	-	XM_017313157.1	Axdnd1
chr1	156474309	156474310	1	-	XM_011238778.2	Soat1
chr1	156674339	156674340	1	-	NM_023141.2	Tor3a
chr1	156718254	156718255	1	-	XM_006496737.2	Fam20b
chr1	156938695	156938696	1	-	XM_006497032.3	Ralgps2
chr1	156989859	156989860	1	-	XR_865664.1	Gm39685
chr1	157081631	157081632	1	-	XR_373631.2	Gm30568
chr1	157108343	157108344	1	-	XM_017312460.1	Tex35
chr1	157231340	157231341	1	-	XM_006496754.3	Rasal2
chr1	157510050	157510051	1	-	XR_373633.3	Gm15486
chr1	157594707	157594708	1	-	XR_373636.2	Gm30903
chr1	158356260	158356261	1	-	NM_207583.2	Brinp2
chr1	158957438	158957439	1	-	NM_001085376.2	Pappa2
chr1	159042278	159042279	1	-	XR_865667.1	Gm39687
chr1	159780906	159780907	1	-	XR_001779509.1	Gm31348
chr1	160003741	160003742	1	-	XR_865673.1	Gm31493
chr1	160044208	160044209	1	-	XR_865678.1	Gm37294
chr1	160077918	160077919	1	-	NR_038030.1	4930562F07Rik
chr1	160153575	160153576	1	-	NM_177839.3	Tnn
chr1	160212892	160212893	1	-	NM_009786.2	Cacybp
chr1	160253103	160253104	1	-	XM_006496882.3	Rabgap1l
chr1	160295972	160295973	1	-	NR_035448.1	Mir1927
chr1	160577753	160577754	1	-	NM_001146330.1	Gpr52
chr1	161034221	161034222	1	-	XM_006496842.3	Zbtb37
chr1	161070001	161070002	1	-	XM_006496758.2	Dars2
chr1	161131479	161131480	1	-	NM_001039482.1	Klhl20
chr1	161159314	161159315	1	-	NM_001195189.1	4930469G21Rik
chr1	161251210	161251211	1	-	NM_001303408.1	Prdx6
chr1	161527204	161527205	1	-	XR_373650.3	Gm31815
chr1	161767502	161767503	1	-	XR_373651.2	Gm31869
chr1	161788495	161788496	1	-	NM_010177.4	Fasl
chr1	161876626	161876627	1	-	XR_001784104.1	Suco
chr1	161969148	161969149	1	-	NM_001204905.1	4930558K02Rik
chr1	162478030	162478031	1	-	NM_001038619.1	Dnm3
chr1	162546529	162546530	1	-	XM_006496984.2	Mettl13
chr1	162658219	162658220	1	-	NM_001177581.1	7420461P10Rik
chr1	162740550	162740551	1	-	XM_006496767.3	Prrc2c
chr1	162807604	162807605	1	-	XM_011238789.1	Fmo4
chr1	162860002	162860003	1	-	XM_006496663.3	Fmo1
chr1	162898574	162898575	1	-	XM_006496949.3	Fmo2
chr1	162937225	162937226	1	-	NM_001178038.1	Fmo6
chr1	162984528	162984529	1	-	NM_008030.2	Fmo3
chr1	163085670	163085671	1	-	NM_030071.1	Mroh9
chr1	163283917	163283918	1	-	XR_001779518.1	LOC108167740
chr1	163313650	163313651	1	-	NM_175686.3	Prrx1
chr1	163403669	163403670	1	-	NR_132627.1	Gorab
chr1	163617907	163617908	1	-	XR_373658.2	Gm32333
chr1	163725232	163725233	1	-	NM_001143956.1	Mettl11b
chr1	163994781	163994782	1	-	NM_201364.1	BC055324
chr1	164152217	164152218	1	-	NR_037987.1	Gm16548
chr1	164307471	164307472	1	-	XM_006496956.3	Blzf1
chr1	164418836	164418837	1	-	XR_865691.1	Gm39690
chr1	164458355	164458356	1	-	NM_009721.6	Atp1b1
chr1	164462819	164462820	1	-	XR_001779523.1	LOC108167741
chr1	164467951	164467952	1	-	XR_373661.1	Gm32459
chr1	164805050	164805051	1	-	XR_373663.2	Gm32569
chr1	164900204	164900205	1	-	XR_001779526.1	Gm32652
chr1	164935510	164935511	1	-	NM_008510.1	Xcl1
chr1	164960395	164960396	1	-	XR_865701.1	Gm39692
chr1	165091930	165091931	1	-	NR_040480.1	4930568G15Rik
chr1	165154206	165154207	1	-	XM_006497043.2	Tbx19
chr1	165194433	165194434	1	-	NM_145512.4	Sft2d2
chr1	165236958	165236959	1	-	NM_145513.4	Tiprl
chr1	165420193	165420194	1	-	XM_006497006.2	Dcaf6
chr1	165634541	165634542	1	-	NM_001083897.1	Mpzl1
chr1	165708094	165708095	1	-	NM_178593.3	Rcsd1
chr1	165751792	165751793	1	-	XR_001779527.1	LOC108167742
chr1	165851817	165851818	1	-	XR_865703.1	Gm32999
chr1	165934948	165934949	1	-	NM_198934.3	Pou2f1
chr1	166049074	166049075	1	-	XR_373676.2	Gm33224
chr1	166127898	166127899	1	-	NM_001033344.3	Dusp27
chr1	166238744	166238745	1	-	NM_175296.4	Mael
chr1	166409782	166409783	1	-	XM_011238869.2	Pogk
chr1	166455488	166455489	1	-	XR_373680.1	Gm33354
chr1	166497588	166497589	1	-	NM_001164306.1	Gm4846
chr1	166647693	166647694	1	-	NM_001164312.1	Gm4847
chr1	166680284	166680285	1	-	XM_006496853.1	Fmo9
chr1	166968739	166968740	1	-	XR_001779528.1	LOC108167743
chr1	166999730	166999731	1	-	NR_037988.1	Gm16701
chr1	167105063	167105064	1	-	XR_373685.3	Gm33610
chr1	167119726	167119727	1	-	XR_373686.1	Gm33668
chr1	167284465	167284466	1	-	XM_006497040.3	Uck2
chr1	167393797	167393798	1	-	NM_025569.1	Mgst3
chr1	167466780	167466781	1	-	NM_001013382.2	Lrrc52
chr1	168432169	168432170	1	-	NM_008783.3	Pbx1
chr1	168495913	168495914	1	-	XR_865718.1	Gm39696
chr1	168710128	168710129	1	-	XR_373692.2	Gm34320
chr1	169019089	169019090	1	-	NR_105772.1	Mir6354
chr1	169172873	169172874	1	-	XR_865719.1	Gm39697
chr1	169531428	169531429	1	-	XM_006496958.1	Nuf2
chr1	169747642	169747643	1	-	NM_009062.3	Rgs4
chr1	169756950	169756951	1	-	XR_865721.2	Gm39698
chr1	169969205	169969206	1	-	NM_010476.3	Hsd17b7
chr1	170088944	170088945	1	-	NM_022563.2	Ddr2
chr1	170173432	170173433	1	-	XM_006496608.3	Uap1
chr1	170215393	170215394	1	-	NM_010633.3	Uhmk1
chr1	170255764	170255765	1	-	XR_001779533.1	Gm6345
chr1	170306332	170306333	1	-	NM_001198955.1	Gm7694
chr1	170540809	170540810	1	-	XR_001779534.1	LOC108167745
chr1	170557110	170557111	1	-	NM_027528.2	Nos1ap
chr1	170851536	170851537	1	-	XM_003945320.3	Gm29733
chr1	170857745	170857746	1	-	XM_006496792.3	Atf6
chr1	170885442	170885443	1	-	XM_006497042.1	Dusp12
chr1	170912941	170912942	1	-	NM_001029984.2	Fcrlb
chr1	170927534	170927535	1	-	XM_006497072.2	Fcrla
chr1	170976071	170976072	1	-	NM_001077189.1	Fcgr2b
chr1	170979021	170979022	1	-	XR_373701.2	Gm34968
chr1	171034018	171034019	1	-	XR_373703.2	Gm35090
chr1	171059403	171059404	1	-	NM_010188.5	Fcgr3
chr1	171064652	171064653	1	-	NR_106103.1	Mir6546
chr1	171133767	171133768	1	-	XR_001779535.1	LOC108167746
chr1	171150597	171150598	1	-	XM_006496955.2	Sdhc
chr1	171196268	171196269	1	-	NM_025557.1	Pcp4l1
chr1	171222492	171222493	1	-	XM_006496953.3	Tomm40l
chr1	171234349	171234350	1	-	NM_010185.4	Fcer1g
chr1	171247122	171247123	1	-	NM_153064.5	Ndufs2
chr1	171281186	171281187	1	-	NM_008911.2	Ppox
chr1	171287961	171287962	1	-	NM_013919.4	Usp21
chr1	171294982	171294983	1	-	NM_025388.2	Ufc1
chr1	171327314	171327315	1	-	XR_865726.1	LOC105244007
chr1	171345591	171345592	1	-	XM_006496866.3	Nit1
chr1	171360798	171360799	1	-	NM_001033039.2	Klhdc9
chr1	171437443	171437444	1	-	XR_373704.3	Gm26641
chr1	171535294	171535295	1	-	NM_010584.3	Itln1
chr1	171557051	171557052	1	-	XR_373705.2	Gm35200
chr1	171562126	171562127	1	-	XR_865729.2	Gm39703
chr1	171607334	171607335	1	-	NR_102726.1	Ly9
chr1	171641900	171641901	1	-	NR_106151.1	Mir7683
chr1	171652957	171652958	1	-	XM_017312579.1	Slamf7
chr1	171919583	171919584	1	-	XR_865730.2	Gm37065
chr1	172014775	172014776	1	-	XM_017313008.1	Vangl2
chr1	172057596	172057597	1	-	NM_010916.2	Nhlh1
chr1	172081278	172081279	1	-	XM_017321872.1	Ncstn
chr1	172204459	172204460	1	-	XM_006496702.1	Pea15a
chr1	172219895	172219896	1	-	NM_009813.2	Casq1
chr1	172245357	172245358	1	-	XM_006496874.2	Atp1a4
chr1	172289294	172289295	1	-	XR_865733.1	Gm39704
chr1	172298064	172298065	1	-	NM_178405.3	Atp1a2
chr1	172329263	172329264	1	-	NM_008429.2	Kcnj9
chr1	172481663	172481664	1	-	XR_373713.2	Gm35522
chr1	172550806	172550807	1	-	NR_040558.1	4933439K11Rik
chr1	172590568	172590569	1	-	NM_029084.3	Slamf8
chr1	172602551	172602552	1	-	NM_001164725.1	Fcrl6
chr1	172632974	172632975	1	-	NM_026725.2	Dusp23
chr1	172895054	172895055	1	-	NM_011318.2	Apcs
chr1	173131215	173131216	1	-	NM_146764.1	Olfr1408
chr1	173184504	173184505	1	-	NM_146763.2	Olfr1406
chr1	173227229	173227230	1	-	NM_010184.2	Fcer1a
chr1	173277756	173277757	1	-	NM_001205011.2	Mptx2
chr1	173333503	173333504	1	-	NM_010045.2	Ackr1
chr1	173367689	173367690	1	-	XM_006497060.3	Cadm3
chr1	173490950	173490951	1	-	XM_011238893.2	LOC102639543
chr1	173535957	173535958	1	-	NM_001024721.2	BC094916
chr1	173573282	173573283	1	-	XM_011238853.1	Pydc4
chr1	173741809	173741810	1	-	NM_001204910.1	AI607873
chr1	173766919	173766920	1	-	NM_008329.2	Ifi204
chr1	173880150	173880151	1	-	XM_011238732.1	Mndal
chr1	173913046	173913047	1	-	NM_001033450.4	Mnda
chr1	173932500	173932501	1	-	XM_006496671.3	Ifi203
chr1	173982844	173982845	1	-	NM_008327.2	Ifi202b
chr1	174031755	174031756	1	-	NM_172648.3	Ifi205
chr1	174118014	174118015	1	-	NM_001005520.2	Olfr231
chr1	174172654	174172655	1	-	XR_373720.2	Gm36196
chr1	174250976	174250977	1	-	NM_146715.2	Olfr419
chr1	174855753	174855754	1	-	XM_017320448.1	Grem2
chr1	175492236	175492237	1	-	XM_006496829.3	Rgs7
chr1	175625635	175625636	1	-	NM_010209.2	Fh1
chr1	175688353	175688354	1	-	NM_021350.2	Chml
chr1	175692632	175692633	1	-	NM_010098.3	Opn3
chr1	175877014	175877015	1	-	XR_373725.3	Gm36360
chr1	176140038	176140039	1	-	XM_011238828.1	Pld5
chr1	176527269	176527270	1	-	XR_373728.1	Gm36536
chr1	176614683	176614684	1	-	XR_373730.2	Gm36586
chr1	176772423	176772424	1	-	NR_029775.1	Mir350
chr1	176807124	176807125	1	-	NM_001099637.2	Cep170
chr1	176836133	176836134	1	-	NR_037996.1	Hmga2-ps1
chr1	176932557	176932558	1	-	XR_865760.2	Gm15423
chr1	177073068	177073069	1	-	XM_006496821.3	Akt3
chr1	177642943	177642944	1	-	NR_037994.1	2310043L19Rik
chr1	177729769	177729770	1	-	XR_373742.1	Gm30115
chr1	177796509	177796510	1	-	NM_007422.3	Adss
chr1	178299913	178299914	1	-	XR_001779565.1	LOC108167748
chr1	178315735	178315736	1	-	XR_104601.3	B230369F24Rik
chr1	178337784	178337785	1	-	NM_016805.2	Hnrnpu
chr1	178617000	178617001	1	-	XR_865765.1	Gm39710
chr1	179114859	179114860	1	-	XM_011238865.2	Smyd3
chr1	179320650	179320651	1	-	XR_001779927.1	LOC108167846
chr1	179328064	179328065	1	-	XR_373746.2	Gm31349
chr1	179543153	179543154	1	-	XM_006496666.3	Tfb2m
chr1	179745213	179745214	1	-	XM_017314039.1	Gm1305
chr1	179803224	179803225	1	-	XM_006496800.3	Ahctf1
chr1	179878414	179878415	1	-	XR_373747.2	Gm31668
chr1	180149146	180149147	1	-	XR_865767.1	Gm38331
chr1	180182795	180182796	1	-	XM_006496961.2	Adck3
chr1	180209089	180209090	1	-	XR_001779569.1	LOC108167750
chr1	180213592	180213593	1	-	XR_865768.1	Gm37336
chr1	180245950	180245951	1	-	NM_011183.3	Psen2
chr1	180309067	180309068	1	-	XR_865777.2	Gm39713
chr1	180330549	180330550	1	-	NR_003623.1	Gm5069
chr1	180405372	180405373	1	-	XR_001779570.1	Gm39712
chr1	180483504	180483505	1	-	NM_001081227.2	Stum
chr1	180568795	180568796	1	-	XR_001779573.1	Gm31986
chr1	180697034	180697035	1	-	NM_013729.3	Mixl1
chr1	180769359	180769360	1	-	XR_865779.1	Gm38293
chr1	180813605	180813606	1	-	NM_008210.5	H3f3a
chr1	180885463	180885464	1	-	XR_865782.1	Gm39714
chr1	180936671	180936672	1	-	XR_865785.1	Gm39715
chr1	181017569	181017570	1	-	NM_010145.3	Ephx1
chr1	181068582	181068583	1	-	XR_865789.1	Gm39716
chr1	181144166	181144167	1	-	XM_011238857.2	Nvl
chr1	181211978	181211979	1	-	XR_373605.3	Wdr26
chr1	181511451	181511452	1	-	NM_207280.3	Ccdc121
chr1	181539609	181539610	1	-	XR_373755.2	Gm32767
chr1	181627235	181627236	1	-	XR_373757.3	Gm33612
chr1	181840605	181840606	1	-	XM_017313041.1	Lbr
chr1	181938431	181938432	1	-	XM_006496648.3	Enah
chr1	182124682	182124683	1	-	XR_001779583.1	Gm33725
chr1	182158098	182158099	1	-	NM_001166728.1	Vmn1r1
chr1	182282291	182282292	1	-	XM_017314467.1	Degs1
chr1	182341606	182341607	1	-	NM_175127.2	Fbxo28
chr1	182517483	182517484	1	-	NM_009794.3	Capn2
chr1	182749180	182749181	1	-	NM_001033547.2	Ccdc185
chr1	183063132	183063133	1	-	XR_880812.1	Gm33747
chr1	183147557	183147558	1	-	NM_001278220.1	Disp1
chr1	183275732	183275733	1	-	XM_017313190.1	Gm34287
chr1	183296607	183296608	1	-	XM_006535598.3	Brox
chr1	183369565	183369566	1	-	NM_177389.3	Mia3
chr1	184033998	184033999	1	-	NM_028516.1	1700056E22Rik
chr1	184329389	184329390	1	-	XR_865816.1	Gm34177
chr1	184432101	184432102	1	-	XR_373780.2	Gm34229
chr1	184557691	184557692	1	-	NR_040472.1	1700112H15Rik
chr1	184732493	184732494	1	-	NM_008250.2	Hlx
chr1	184811300	184811301	1	-	NM_001290273.1	Marc1
chr1	184822488	184822489	1	-	NR_035502.1	Mir1981
chr1	184845847	184845848	1	-	NM_133684.3	Marc2
chr1	184883036	184883037	1	-	NM_178692.3	C130074G19Rik
chr1	184999549	184999550	1	-	NM_145515.2	Mark1
chr1	185085973	185085974	1	-	XR_373791.2	Gm34732
chr1	185118365	185118366	1	-	XR_865824.1	Gm34797
chr1	185245935	185245936	1	-	XR_373794.3	Gm34882
chr1	185329401	185329402	1	-	NM_198653.2	Iars2
chr1	185441819	185441820	1	-	NR_038006.1	9630028B13Rik
chr1	185455568	185455569	1	-	NR_040305.1	Gm2061
chr1	186034344	186034345	1	-	XR_001779598.1	Gm39729
chr1	186117249	186117250	1	-	XM_011238910.1	Lyplal1
chr1	186481958	186481959	1	-	XR_373806.2	Gm35426
chr1	186558681	186558682	1	-	NR_131124.1	A730004F24Rik
chr1	186705992	186705993	1	-	NM_009367.3	Tgfb2
chr1	186749358	186749359	1	-	NM_026041.2	Rrp15
chr1	186942292	186942293	1	-	XR_865837.1	Gm39732
chr1	187122058	187122059	1	-	XR_001779605.1	Gm15509
chr1	187215446	187215447	1	-	NM_028848.3	Spata17
chr1	187492538	187492539	1	-	XR_373826.2	Gm36249
chr1	187651846	187651847	1	-	XR_001779607.1	Gm36388
chr1	188008990	188008991	1	-	NR_038007.1	9330162B11Rik
chr1	188550577	188550578	1	-	XR_865847.2	Gm39735
chr1	188608529	188608530	1	-	XR_373829.1	Gm36456
chr1	188997335	188997336	1	-	XM_017320175.1	Kctd3
chr1	189280405	189280406	1	-	XM_001478256.5	Gm3837
chr1	189343353	189343354	1	-	NM_001159850.1	Kcnk2
chr1	189500338	189500339	1	-	XR_001779617.1	LOC108167754
chr1	189619689	189619690	1	-	XR_373838.3	Gm30088
chr1	189684921	189684922	1	-	XM_017320925.1	Cenpf
chr1	189922217	189922218	1	-	XM_017320186.1	Smyd2
chr1	190045148	190045149	1	-	XR_865850.2	Gm39736
chr1	190169541	190169542	1	-	XM_006497125.3	Prox1
chr1	190398524	190398525	1	-	XR_865862.1	Gm39737
chr1	190465694	190465695	1	-	XR_865864.1	Gm30815
chr1	190724692	190724693	1	-	XR_373860.2	Gm38452
chr1	190834036	190834037	1	-	XM_017321197.1	Rps6kc1
chr1	190978998	190978999	1	-	NM_144879.2	Vash2
chr1	191026190	191026191	1	-	NM_001081259.1	Mfsd7b
chr1	191062932	191062933	1	-	NM_001163421.1	Tatdn3
chr1	191132797	191132798	1	-	XR_373868.2	Gm31640
chr1	191139839	191139840	1	-	XR_373869.2	Gm31696
chr1	191164817	191164818	1	-	NM_001109759.1	Fam71a
chr1	191183333	191183334	1	-	NM_007498.3	Atf3
chr1	191318118	191318119	1	-	NM_025424.2	Nenf
chr1	191397041	191397042	1	-	NM_144880.4	Ppp2r5a
chr1	191415085	191415086	1	-	XR_001779638.1	LOC105244059
chr1	191433682	191433683	1	-	XR_373879.3	Gm31987
chr1	191455111	191455112	1	-	XR_865884.2	Gm32200
chr1	191565892	191565893	1	-	XM_011238925.1	Dtl
chr1	191649177	191649178	1	-	XR_865888.1	Gm39741
chr1	191907527	191907528	1	-	NR_030669.1	1700034H15Rik
chr1	191990190	191990191	1	-	XR_865891.2	Gm26670
chr1	191998634	191998635	1	-	NR_039566.1	Mir3473c
chr1	192074535	192074536	1	-	XR_865896.2	Gm3934
chr1	192092599	192092600	1	-	NM_011633.2	Traf5
chr1	192129949	192129950	1	-	XM_011238931.1	Rcor3
chr1	192718230	192718231	1	-	XM_017320221.1	Hhat
chr1	192838190	192838191	1	-	XR_035377.5	A730013G03Rik
chr1	192851747	192851748	1	-	NM_001177794.1	Sertad4
chr1	192923113	192923114	1	-	XR_865900.1	Gm39746
chr1	192980428	192980429	1	-	XM_006497261.1	Syt14
chr1	193092815	193092816	1	-	XR_001779679.1	Gm31406
chr1	193123808	193123809	1	-	XM_006497250.1	Diexf
chr1	193201546	193201547	1	-	NM_153137.4	Traf3ip3
chr1	193242360	193242361	1	-	NM_001044751.1	Hsd11b1
chr1	193273188	193273189	1	-	NM_008059.3	G0s2
